age,age_group,job,marital,education,balance,balance_group,housing,loan,default,contact,month,day,duration,campaign,campaign_group,pdays,previous,poutcome,deposit
33,30-39,technician,single,secondary,2583,Medium Balance,no,no,no,cellular,may,25,241,1,1 Contact,108,1,failure,No
36,30-39,services,married,secondary,1177,Medium Balance,yes,yes,no,cellular,feb,3,50,5,4-5 Contacts,-1,0,unknown,No
40,40-49,self-employed,married,secondary,311,Low Balance,yes,no,no,unknown,may,20,723,2,2-3 Contacts,-1,0,unknown,No
34,30-39,entrepreneur,married,tertiary,842,Low Balance,yes,no,no,cellular,may,6,141,2,2-3 Contacts,-1,0,unknown,No
31,30-39,technician,single,tertiary,2744,Medium Balance,yes,no,no,cellular,aug,8,309,2,2-3 Contacts,-1,0,unknown,No
49,40-49,technician,married,tertiary,503,Low Balance,no,no,no,unknown,jul,1,297,2,2-3 Contacts,-1,0,unknown,No
35,30-39,management,single,tertiary,62,Low Balance,yes,no,no,cellular,may,5,214,4,4-5 Contacts,15,3,success,No
38,30-39,management,single,tertiary,4841,Medium Balance,no,no,no,cellular,may,22,580,3,2-3 Contacts,-1,0,unknown,No
32,30-39,technician,married,secondary,253,Low Balance,yes,no,no,cellular,nov,21,76,1,1 Contact,170,3,failure,No
33,30-39,blue-collar,married,secondary,842,Low Balance,no,no,no,cellular,aug,29,111,4,4-5 Contacts,-1,0,unknown,No
39,30-39,admin.,married,unknown,378,Low Balance,no,no,no,unknown,jun,20,17,5,4-5 Contacts,-1,0,unknown,No
30,30-39,services,married,secondary,637,Low Balance,yes,no,no,cellular,may,15,69,5,4-5 Contacts,-1,0,unknown,No
53,50-59,admin.,divorced,secondary,-372,Negative Balance,yes,no,no,unknown,may,26,104,1,1 Contact,-1,0,unknown,No
24,18-29,technician,single,secondary,135,Low Balance,yes,yes,no,cellular,may,18,250,1,1 Contact,-1,0,unknown,No
52,50-59,entrepreneur,divorced,secondary,7,Low Balance,no,no,no,cellular,jul,24,150,5,4-5 Contacts,-1,0,unknown,No
27,18-29,management,single,tertiary,446,Low Balance,no,no,no,cellular,jun,23,205,3,2-3 Contacts,-1,0,unknown,No
36,30-39,admin.,single,secondary,1328,Medium Balance,no,no,no,cellular,jul,30,69,9,6+ Contacts,-1,0,unknown,No
29,18-29,admin.,married,secondary,252,Low Balance,yes,no,no,cellular,may,15,1223,3,2-3 Contacts,371,1,failure,No
47,40-49,blue-collar,married,secondary,125,Low Balance,no,no,no,cellular,jul,8,210,2,2-3 Contacts,-1,0,unknown,No
43,40-49,blue-collar,married,secondary,1324,Medium Balance,yes,no,no,telephone,may,12,179,5,4-5 Contacts,-1,0,unknown,No
48,40-49,management,divorced,tertiary,-244,Negative Balance,yes,no,no,unknown,may,5,253,1,1 Contact,-1,0,unknown,No
57,50-59,entrepreneur,married,unknown,657,Low Balance,no,no,no,unknown,jun,12,344,1,1 Contact,-1,0,unknown,No
25,18-29,management,single,tertiary,2140,Medium Balance,no,no,no,cellular,oct,1,81,1,1 Contact,-1,0,unknown,No
43,40-49,services,divorced,secondary,5571,High Balance,no,no,no,unknown,jun,9,149,1,1 Contact,-1,0,unknown,No
50,50-59,technician,married,secondary,103,Low Balance,yes,no,no,unknown,may,12,79,6,6+ Contacts,-1,0,unknown,No
54,50-59,technician,divorced,tertiary,2133,Medium Balance,no,no,no,cellular,nov,18,176,1,1 Contact,-1,0,unknown,No
38,30-39,services,married,secondary,8876,High Balance,no,no,no,cellular,nov,19,636,1,1 Contact,-1,0,unknown,No
41,40-49,housemaid,divorced,primary,22,Low Balance,yes,no,no,cellular,nov,18,238,3,2-3 Contacts,126,4,other,No
35,30-39,admin.,married,secondary,3854,Medium Balance,yes,no,no,cellular,may,5,131,1,1 Contact,-1,0,unknown,No
33,30-39,management,married,tertiary,32,Low Balance,no,no,no,cellular,aug,29,27,7,6+ Contacts,-1,0,unknown,No
51,50-59,technician,married,secondary,337,Low Balance,yes,no,no,cellular,aug,20,687,4,4-5 Contacts,-1,0,unknown,No
29,18-29,blue-collar,single,secondary,228,Low Balance,no,no,no,cellular,feb,5,355,1,1 Contact,-1,0,unknown,No
34,30-39,blue-collar,divorced,secondary,1125,Medium Balance,yes,yes,no,cellular,nov,19,141,2,2-3 Contacts,-1,0,unknown,No
51,50-59,management,married,tertiary,1612,Medium Balance,yes,no,no,cellular,nov,18,61,2,2-3 Contacts,131,1,failure,No
58,50-59,housemaid,married,primary,1310,Medium Balance,yes,yes,no,cellular,jul,22,1226,2,2-3 Contacts,-1,0,unknown,No
50,50-59,services,divorced,secondary,-210,Negative Balance,no,yes,yes,cellular,aug,21,153,7,6+ Contacts,-1,0,unknown,No
38,30-39,housemaid,married,secondary,0,Zero Balance,yes,no,no,cellular,jul,23,157,1,1 Contact,-1,0,unknown,No
57,50-59,entrepreneur,married,unknown,975,Low Balance,yes,yes,no,cellular,jul,22,236,4,4-5 Contacts,-1,0,unknown,No
49,40-49,services,married,tertiary,306,Low Balance,yes,no,no,cellular,aug,18,285,7,6+ Contacts,-1,0,unknown,No
42,40-49,blue-collar,married,primary,170,Low Balance,yes,no,no,unknown,may,19,51,41,6+ Contacts,-1,0,unknown,No
33,30-39,technician,single,tertiary,154,Low Balance,no,no,no,cellular,mar,18,159,2,2-3 Contacts,-1,0,unknown,No
34,30-39,self-employed,married,tertiary,1972,Medium Balance,yes,no,no,cellular,jul,23,61,2,2-3 Contacts,-1,0,unknown,No
36,30-39,admin.,single,tertiary,994,Low Balance,no,no,no,cellular,aug,13,185,2,2-3 Contacts,105,3,success,No
60,60+,retired,divorced,tertiary,380,Low Balance,no,no,no,cellular,jul,21,219,1,1 Contact,-1,0,unknown,No
37,30-39,services,single,secondary,54,Low Balance,yes,no,no,cellular,jul,10,118,1,1 Contact,-1,0,unknown,No
41,40-49,blue-collar,married,primary,512,Low Balance,yes,no,no,unknown,may,6,233,2,2-3 Contacts,-1,0,unknown,No
36,30-39,management,single,tertiary,1027,Medium Balance,yes,no,no,cellular,jun,4,151,1,1 Contact,-1,0,unknown,No
56,50-59,unemployed,divorced,primary,1770,Medium Balance,no,no,no,cellular,feb,5,916,3,2-3 Contacts,-1,0,unknown,No
34,30-39,management,married,tertiary,13,Low Balance,yes,no,no,cellular,jul,30,99,3,2-3 Contacts,-1,0,unknown,No
33,30-39,unemployed,married,secondary,438,Low Balance,yes,yes,no,unknown,may,21,129,1,1 Contact,-1,0,unknown,No
29,18-29,blue-collar,married,secondary,162,Low Balance,yes,no,no,cellular,jul,15,126,3,2-3 Contacts,-1,0,unknown,No
43,40-49,management,married,tertiary,-183,Negative Balance,no,no,no,cellular,jul,24,65,1,1 Contact,-1,0,unknown,No
29,18-29,management,single,unknown,698,Low Balance,no,no,no,cellular,feb,8,186,1,1 Contact,-1,0,unknown,No
36,30-39,admin.,married,secondary,165,Low Balance,yes,no,no,unknown,may,23,456,4,4-5 Contacts,-1,0,unknown,No
33,30-39,technician,single,secondary,3499,Medium Balance,yes,no,no,cellular,may,11,143,3,2-3 Contacts,356,1,other,No
39,30-39,management,married,tertiary,378,Low Balance,yes,yes,no,unknown,may,5,127,2,2-3 Contacts,-1,0,unknown,No
26,18-29,technician,single,secondary,855,Low Balance,yes,no,no,unknown,may,28,87,2,2-3 Contacts,-1,0,unknown,No
41,40-49,technician,single,secondary,32,Low Balance,yes,no,no,cellular,may,7,162,1,1 Contact,-1,0,unknown,No
36,30-39,unemployed,divorced,primary,0,Zero Balance,no,no,no,telephone,jul,4,304,3,2-3 Contacts,-1,0,unknown,No
31,30-39,management,single,tertiary,0,Zero Balance,no,no,no,cellular,aug,25,191,5,4-5 Contacts,-1,0,unknown,No
34,30-39,blue-collar,married,secondary,2994,Medium Balance,yes,no,no,cellular,may,15,358,1,1 Contact,176,1,failure,No
28,18-29,blue-collar,married,secondary,1238,Medium Balance,yes,no,no,unknown,may,14,246,1,1 Contact,-1,0,unknown,No
47,40-49,services,married,secondary,1717,Medium Balance,no,no,no,cellular,aug,20,216,9,6+ Contacts,-1,0,unknown,No
41,40-49,admin.,single,secondary,224,Low Balance,yes,no,no,cellular,may,12,22,8,6+ Contacts,-1,0,unknown,No
39,30-39,technician,single,secondary,1048,Medium Balance,yes,yes,no,cellular,apr,8,201,2,2-3 Contacts,-1,0,unknown,No
53,50-59,admin.,divorced,secondary,592,Low Balance,yes,no,no,unknown,may,13,151,1,1 Contact,-1,0,unknown,No
45,40-49,self-employed,married,secondary,396,Low Balance,no,no,no,cellular,aug,28,238,1,1 Contact,-1,0,unknown,No
30,30-39,services,single,secondary,268,Low Balance,no,no,no,unknown,jul,24,86,1,1 Contact,-1,0,unknown,No
39,30-39,services,married,secondary,0,Zero Balance,yes,no,no,cellular,may,8,503,1,1 Contact,-1,0,unknown,No
30,30-39,self-employed,single,secondary,5223,High Balance,no,no,no,cellular,oct,14,404,2,2-3 Contacts,-1,0,unknown,No
32,30-39,admin.,divorced,secondary,1611,Medium Balance,yes,yes,no,unknown,may,13,93,1,1 Contact,-1,0,unknown,No
66,60+,retired,married,secondary,780,Low Balance,no,no,no,cellular,feb,12,388,4,4-5 Contacts,-1,0,unknown,No
26,18-29,blue-collar,married,primary,399,Low Balance,yes,no,no,cellular,jul,22,1288,2,2-3 Contacts,-1,0,unknown,No
30,30-39,services,single,secondary,1649,Medium Balance,yes,no,no,unknown,may,23,206,1,1 Contact,-1,0,unknown,No
42,40-49,services,single,unknown,974,Low Balance,no,no,no,cellular,jul,30,73,2,2-3 Contacts,-1,0,unknown,No
44,40-49,management,married,tertiary,22,Low Balance,yes,no,no,cellular,aug,6,265,2,2-3 Contacts,-1,0,unknown,No
38,30-39,services,married,secondary,507,Low Balance,yes,no,no,cellular,apr,17,55,1,1 Contact,344,1,failure,No
31,30-39,technician,divorced,secondary,10787,High Balance,yes,no,no,unknown,jun,4,135,2,2-3 Contacts,-1,0,unknown,No
34,30-39,technician,married,secondary,-259,Negative Balance,yes,no,no,unknown,may,27,124,2,2-3 Contacts,-1,0,unknown,No
42,40-49,blue-collar,married,secondary,414,Low Balance,yes,no,no,cellular,apr,17,400,3,2-3 Contacts,-1,0,unknown,No
34,30-39,admin.,divorced,secondary,67,Low Balance,yes,no,no,unknown,may,6,90,1,1 Contact,-1,0,unknown,No
31,30-39,blue-collar,single,tertiary,328,Low Balance,yes,no,no,cellular,may,14,414,1,1 Contact,175,1,failure,No
30,30-39,technician,married,secondary,4,Low Balance,yes,no,no,cellular,may,8,17,5,4-5 Contacts,-1,0,unknown,No
31,30-39,management,single,tertiary,471,Low Balance,no,no,no,cellular,aug,29,153,2,2-3 Contacts,-1,0,unknown,No
47,40-49,blue-collar,married,primary,3038,Medium Balance,yes,no,no,cellular,jul,14,151,2,2-3 Contacts,-1,0,unknown,No
52,50-59,blue-collar,married,secondary,2276,Medium Balance,no,no,no,unknown,jun,20,83,3,2-3 Contacts,-1,0,unknown,No
31,30-39,blue-collar,married,primary,-848,Negative Balance,yes,no,no,unknown,may,23,559,3,2-3 Contacts,-1,0,unknown,No
51,50-59,admin.,married,secondary,2662,Medium Balance,no,no,no,telephone,jan,28,148,2,2-3 Contacts,-1,0,unknown,No
48,40-49,services,married,secondary,2597,Medium Balance,yes,no,no,cellular,may,6,182,2,2-3 Contacts,355,1,failure,No
47,40-49,blue-collar,married,primary,550,Low Balance,yes,no,no,unknown,may,7,113,1,1 Contact,-1,0,unknown,No
55,50-59,retired,married,tertiary,357,Low Balance,yes,no,no,cellular,apr,30,878,1,1 Contact,-1,0,unknown,No
58,50-59,entrepreneur,married,primary,1153,Medium Balance,yes,yes,no,telephone,may,12,206,6,6+ Contacts,337,6,failure,No
74,60+,retired,married,tertiary,4912,Medium Balance,no,no,no,telephone,oct,21,129,3,2-3 Contacts,-1,0,unknown,No
30,30-39,technician,single,secondary,194,Low Balance,no,yes,no,cellular,aug,27,60,3,2-3 Contacts,-1,0,unknown,No
40,40-49,management,married,tertiary,0,Zero Balance,no,no,yes,cellular,jul,28,165,5,4-5 Contacts,-1,0,unknown,No
50,50-59,blue-collar,married,primary,565,Low Balance,yes,yes,no,cellular,aug,28,36,3,2-3 Contacts,-1,0,unknown,No
36,30-39,management,divorced,tertiary,649,Low Balance,no,no,no,cellular,jul,16,237,2,2-3 Contacts,91,1,failure,No
26,18-29,admin.,divorced,secondary,-45,Negative Balance,yes,no,no,unknown,jun,4,357,2,2-3 Contacts,-1,0,unknown,No
30,30-39,admin.,married,secondary,1310,Medium Balance,no,no,no,telephone,oct,27,3284,1,1 Contact,-1,0,unknown,No
34,30-39,blue-collar,married,secondary,2308,Medium Balance,yes,no,no,unknown,may,7,1062,1,1 Contact,-1,0,unknown,No
53,50-59,unemployed,single,secondary,4,Low Balance,no,no,no,cellular,jul,30,259,3,2-3 Contacts,-1,0,unknown,No
42,40-49,blue-collar,married,secondary,1297,Medium Balance,yes,no,no,cellular,apr,3,697,2,2-3 Contacts,-1,0,unknown,No
33,30-39,management,married,tertiary,1808,Medium Balance,yes,no,no,unknown,jun,4,99,4,4-5 Contacts,-1,0,unknown,No
35,30-39,unemployed,married,secondary,2080,Medium Balance,yes,no,no,telephone,apr,14,266,3,2-3 Contacts,-1,0,unknown,No
33,30-39,services,married,secondary,5034,High Balance,yes,no,no,unknown,may,8,207,3,2-3 Contacts,-1,0,unknown,No
41,40-49,admin.,divorced,secondary,322,Low Balance,yes,no,no,unknown,may,6,87,4,4-5 Contacts,-1,0,unknown,No
40,40-49,blue-collar,married,secondary,679,Low Balance,yes,no,no,cellular,apr,17,642,2,2-3 Contacts,304,1,failure,No
32,30-39,management,single,tertiary,1742,Medium Balance,no,no,no,unknown,jun,5,231,2,2-3 Contacts,-1,0,unknown,No
54,50-59,management,married,tertiary,154,Low Balance,no,no,no,unknown,may,9,155,3,2-3 Contacts,-1,0,unknown,No
31,30-39,unemployed,single,tertiary,140,Low Balance,yes,no,no,telephone,may,7,11,2,2-3 Contacts,-1,0,unknown,No
35,30-39,services,married,secondary,377,Low Balance,no,yes,no,cellular,jul,31,30,13,6+ Contacts,-1,0,unknown,No
47,40-49,services,single,secondary,3644,Medium Balance,no,no,no,unknown,jun,9,83,2,2-3 Contacts,-1,0,unknown,No
48,40-49,blue-collar,married,primary,-50,Negative Balance,yes,no,yes,cellular,may,14,212,6,6+ Contacts,-1,0,unknown,No
50,50-59,management,married,tertiary,453,Low Balance,no,yes,no,unknown,jul,4,608,1,1 Contact,-1,0,unknown,No
33,30-39,blue-collar,single,secondary,45,Low Balance,no,no,no,unknown,jun,20,13,12,6+ Contacts,-1,0,unknown,No
40,40-49,blue-collar,married,primary,46,Low Balance,yes,no,no,unknown,may,6,119,1,1 Contact,-1,0,unknown,No
60,60+,retired,married,secondary,2060,Medium Balance,no,no,no,cellular,jun,29,135,4,4-5 Contacts,95,4,failure,No
68,60+,retired,married,secondary,1316,Medium Balance,no,no,no,telephone,mar,4,92,5,4-5 Contacts,-1,0,unknown,No
54,50-59,blue-collar,married,unknown,-361,Negative Balance,yes,no,no,unknown,may,26,227,1,1 Contact,-1,0,unknown,No
30,30-39,management,single,tertiary,349,Low Balance,no,no,no,cellular,aug,12,180,3,2-3 Contacts,-1,0,unknown,No
42,40-49,blue-collar,single,primary,-68,Negative Balance,yes,yes,no,unknown,may,26,167,1,1 Contact,-1,0,unknown,No
57,50-59,retired,married,unknown,-157,Negative Balance,no,no,no,cellular,aug,28,31,9,6+ Contacts,-1,0,unknown,No
28,18-29,management,single,tertiary,320,Low Balance,yes,no,no,cellular,apr,30,239,1,1 Contact,-1,0,unknown,No
55,50-59,management,married,tertiary,86,Low Balance,no,no,no,telephone,jun,16,64,1,1 Contact,-1,0,unknown,No
42,40-49,blue-collar,married,secondary,681,Low Balance,yes,no,no,cellular,nov,18,203,1,1 Contact,-1,0,unknown,No
49,40-49,housemaid,married,primary,0,Zero Balance,yes,no,no,cellular,jul,25,42,3,2-3 Contacts,-1,0,unknown,No
41,40-49,management,divorced,tertiary,4567,Medium Balance,yes,yes,no,cellular,jul,16,106,1,1 Contact,-1,0,unknown,No
31,30-39,technician,single,secondary,40,Low Balance,no,no,no,cellular,aug,7,123,2,2-3 Contacts,-1,0,unknown,No
33,30-39,blue-collar,single,secondary,706,Low Balance,yes,no,no,cellular,apr,7,329,1,1 Contact,322,1,failure,No
55,50-59,admin.,married,secondary,420,Low Balance,yes,no,no,unknown,may,30,41,3,2-3 Contacts,-1,0,unknown,No
34,30-39,technician,single,tertiary,0,Zero Balance,yes,no,no,cellular,apr,17,158,2,2-3 Contacts,-1,0,unknown,No
38,30-39,entrepreneur,married,secondary,65,Low Balance,no,no,no,cellular,feb,5,173,1,1 Contact,-1,0,unknown,No
46,40-49,blue-collar,married,secondary,-27,Negative Balance,yes,no,no,cellular,may,11,254,1,1 Contact,-1,0,unknown,No
49,40-49,services,single,primary,114,Low Balance,yes,no,no,unknown,may,7,99,2,2-3 Contacts,-1,0,unknown,No
44,40-49,technician,single,tertiary,678,Low Balance,no,no,no,cellular,feb,3,111,1,1 Contact,124,2,other,No
57,50-59,technician,divorced,secondary,3105,Medium Balance,yes,no,no,unknown,may,14,173,11,6+ Contacts,-1,0,unknown,No
44,40-49,housemaid,married,secondary,281,Low Balance,yes,no,no,unknown,may,8,604,1,1 Contact,-1,0,unknown,No
42,40-49,self-employed,married,tertiary,1932,Medium Balance,yes,no,no,unknown,may,16,192,32,6+ Contacts,-1,0,unknown,No
37,30-39,management,divorced,tertiary,481,Low Balance,yes,no,no,cellular,aug,19,97,6,6+ Contacts,-1,0,unknown,No
42,40-49,blue-collar,single,primary,156,Low Balance,yes,no,no,telephone,may,15,7,4,4-5 Contacts,371,5,failure,No
33,30-39,blue-collar,married,secondary,0,Zero Balance,yes,yes,no,cellular,jul,31,16,43,6+ Contacts,-1,0,unknown,No
31,30-39,blue-collar,married,secondary,557,Low Balance,yes,yes,no,unknown,may,27,185,1,1 Contact,-1,0,unknown,No
34,30-39,admin.,married,secondary,1467,Medium Balance,yes,no,no,cellular,apr,17,113,1,1 Contact,332,2,failure,No
26,18-29,blue-collar,single,secondary,428,Low Balance,no,yes,no,cellular,jul,7,575,1,1 Contact,-1,0,unknown,No
42,40-49,technician,married,secondary,994,Low Balance,yes,no,no,cellular,may,25,365,5,4-5 Contacts,-1,0,unknown,No
41,40-49,technician,single,secondary,769,Low Balance,no,yes,no,cellular,nov,20,222,4,4-5 Contacts,98,4,other,No
35,30-39,technician,married,tertiary,108,Low Balance,yes,no,no,cellular,jul,31,65,3,2-3 Contacts,-1,0,unknown,No
26,18-29,student,single,unknown,19,Low Balance,no,no,no,telephone,apr,30,268,1,1 Contact,-1,0,unknown,No
42,40-49,management,married,tertiary,199,Low Balance,yes,no,no,cellular,jul,9,497,1,1 Contact,-1,0,unknown,No
36,30-39,blue-collar,married,primary,448,Low Balance,yes,no,no,unknown,may,5,286,1,1 Contact,-1,0,unknown,No
60,60+,admin.,single,secondary,473,Low Balance,no,no,no,cellular,feb,5,175,2,2-3 Contacts,8,1,other,No
51,50-59,entrepreneur,married,primary,726,Low Balance,yes,yes,no,cellular,apr,15,87,2,2-3 Contacts,-1,0,unknown,No
32,30-39,management,single,tertiary,0,Zero Balance,no,no,no,cellular,aug,22,148,2,2-3 Contacts,-1,0,unknown,No
46,40-49,blue-collar,married,secondary,536,Low Balance,yes,no,no,unknown,may,15,164,2,2-3 Contacts,-1,0,unknown,No
31,30-39,blue-collar,single,secondary,2194,Medium Balance,no,no,no,cellular,may,13,275,2,2-3 Contacts,357,1,other,No
42,40-49,housemaid,divorced,secondary,1406,Medium Balance,yes,no,no,cellular,jul,22,178,1,1 Contact,-1,0,unknown,No
45,40-49,technician,married,secondary,44,Low Balance,yes,no,no,unknown,may,5,95,4,4-5 Contacts,-1,0,unknown,No
31,30-39,management,divorced,tertiary,-6,Negative Balance,no,yes,no,cellular,aug,22,119,6,6+ Contacts,-1,0,unknown,No
41,40-49,technician,divorced,secondary,1631,Medium Balance,yes,no,no,cellular,aug,12,173,2,2-3 Contacts,-1,0,unknown,No
28,18-29,blue-collar,single,secondary,4054,Medium Balance,yes,no,no,cellular,may,11,133,2,2-3 Contacts,-1,0,unknown,No
41,40-49,technician,divorced,secondary,75,Low Balance,no,no,no,cellular,aug,20,351,2,2-3 Contacts,-1,0,unknown,No
36,30-39,student,single,unknown,172,Low Balance,no,no,no,unknown,jun,12,81,1,1 Contact,-1,0,unknown,No
41,40-49,blue-collar,married,secondary,356,Low Balance,yes,no,no,cellular,may,14,90,5,4-5 Contacts,-1,0,unknown,No
40,40-49,blue-collar,married,secondary,1508,Medium Balance,no,no,no,cellular,nov,3,177,2,2-3 Contacts,85,3,failure,No
40,40-49,services,divorced,secondary,49,Low Balance,no,yes,no,cellular,jul,18,191,1,1 Contact,-1,0,unknown,No
58,50-59,blue-collar,married,secondary,544,Low Balance,no,no,no,unknown,jun,17,97,1,1 Contact,-1,0,unknown,No
32,30-39,management,married,tertiary,-383,Negative Balance,yes,no,no,unknown,may,27,241,1,1 Contact,-1,0,unknown,No
30,30-39,technician,married,tertiary,606,Low Balance,yes,no,no,cellular,apr,30,551,1,1 Contact,-1,0,unknown,No
43,40-49,management,divorced,tertiary,-410,Negative Balance,no,yes,no,cellular,jul,9,189,1,1 Contact,-1,0,unknown,No
33,30-39,technician,single,tertiary,469,Low Balance,no,no,no,cellular,aug,26,158,9,6+ Contacts,-1,0,unknown,No
30,30-39,management,single,tertiary,2,Low Balance,no,no,no,cellular,mar,23,269,1,1 Contact,-1,0,unknown,No
37,30-39,services,divorced,secondary,241,Low Balance,yes,no,no,cellular,may,14,189,1,1 Contact,371,1,failure,No
40,40-49,technician,divorced,secondary,0,Zero Balance,no,no,no,cellular,aug,29,299,3,2-3 Contacts,-1,0,unknown,No
39,30-39,services,single,secondary,322,Low Balance,yes,no,no,cellular,may,11,35,1,1 Contact,350,1,failure,No
